#### FADC or discriminator input pulse shape for a 1.0 GHz system:
#### 
#### Based on a 300 MHz second-order low pass applied to the PMT pulse.
#### This one has an extra tail, made up by adding two delayed copies
#### of the signal (like reflected signal), derived from pulse_CTA-Fx.dat.
#### 
#### FWHM: 3.21 ns
#### Pulse integral: 4.094 ns * peak amplitude.
#### 10% - 90% rise time: 1.9 ns
#### 10% - 90% integral time: 5.9 ns
####
#### High-gain and low-gain channels are assumed to be identical
#### (in contrast to what we see for HESS 1 and in contrast to what
#### we expect for CTA LST and MST-NectarCam, with low-gain having
#### a 150 MHz pre-amp instead of 300 MHz), to simplify analysis.
#### If used without a low-gain channel or as a discriminator input
#### pulse shape, the third column will be ignored.
####
 0.0   0            0
 0.2   1e-05        1e-05
 0.4   2e-05        2e-05
 0.6   3e-05        3e-05
 0.8   4e-05        4e-05
 1.0   6e-05        6e-05
 1.2   9e-05        9e-05
 1.4   0.00014      0.00014
 1.6   0.00021      0.00021
 1.8   0.00032      0.00032
 2.0   0.00048      0.00048
 2.2   0.00071      0.00071
 2.4   0.00104      0.00104
 2.6   0.00151      0.00151
 2.8   0.00218      0.00218
 3.0   0.00309      0.00309
 3.2   0.00433      0.00433
 3.4   0.00601      0.00601
 3.6   0.00823      0.00823
 3.8   0.01116      0.01116
 4.0   0.01495      0.01495
 4.2   0.01982      0.01982
 4.4   0.0260309    0.0260309
 4.6   0.0339218    0.0339218
 4.8   0.0439827    0.0439827
 5.0   0.0569636    0.0569636
 5.2   0.0741554    0.0741554
 5.4   0.0976681    0.0976681
 5.6   0.1310526    0.1310526
 5.8   0.1799689    0.1799689
 6.0   0.2529388    0.2529388
 6.2   0.3620732    0.3620732
 6.4   0.5231939    0.5231939
 6.6   0.7552136    0.7552136
 6.8   1.0782159    1.0782159
 7.0   1.5100862    1.5100862
 7.2   2.0620181    2.0620181
 7.4   2.73355      2.73355
 7.6   3.5085115    3.5085115
 7.8   4.3531116    4.3531116
 8.0   5.2174256    5.2174256
 8.2   6.0405773    6.0405773
 8.4   6.7590465    6.7590465
 8.6   7.3163769    7.3163769
 8.8   7.6721491    7.6721491
 9.0   7.8081578    7.8081578
 9.2   7.7304108    7.7304108
 9.4   7.4666348    7.4666348
 9.6   7.0601206    7.0601206
 9.8   6.5615189    6.5615189
10.0   6.0204609    6.0204609
10.2   5.4786846    5.4786846
10.4   4.9659826    4.9659826
10.6   4.499032     4.499032
10.8   4.0831177    4.0831177
11.0   3.715492     3.715492
11.2   3.3893786    3.3893786
11.4   3.0974312    3.0974312
11.6   2.8340353    2.8340353
11.8   2.5961149    2.5961149
12.0   2.3829127    2.3829127
12.2   2.1949166    2.1949166
12.4   2.0325752    2.0325752
12.6   1.8950432    1.8950432
12.8   1.7793039    1.7793039
13.0   1.6799666    1.6799666
13.2   1.5899044    1.5899044
13.4   1.5018152    1.5018152
13.6   1.4099985    1.4099985
13.8   1.3118406    1.3118406
14.0   1.2082936    1.2082936
14.2   1.1031247    1.1031247
14.4   1.0015369    1.0015369
14.6   0.9085891    0.9085891
14.8   0.8281384    0.8281384
15.0   0.762263     0.762263
15.2   0.7107643    0.7107643
15.4   0.6708205    0.6708205
15.6   0.637393     0.637393
15.8   0.6048952    0.6048952
16.0   0.5692669    0.5692669
16.2   0.5290449    0.5290449
16.4   0.4850338    0.4850338
16.6   0.439232     0.439232
16.8   0.3939254    0.3939254
17.0   0.3510703    0.3510703
17.2   0.3120175    0.3120175
17.4   0.2774695    0.2774695
17.6   0.2475593    0.2475593
17.8   0.222005     0.222005
18.0   0.2000286    0.2000286
18.2   0.1804571    0.1804571
18.4   0.1620817    0.1620817
18.6   0.1441878    0.1441878
18.8   0.1267321    0.1267321
19.0   0.110073     0.110073
19.2   0.0947279    0.0947279
19.4   0.0811395    0.0811395
19.6   0.0695329    0.0695329
19.8   0.0598682    0.0598682
20.0   0.0518791    0.0518791
20.2   0.045255     0.045255
20.4   0.0397029    0.0397029
20.6   0.034953     0.034953
20.8   0.0307831    0.0307831
21.0   0.0270018    0.0270018
21.2   0.023498     0.023498
21.4   0.0202205    0.0202205
21.6   0.0171838    0.0171838
21.8   0.0144635    0.0144635
22.0   0.0121323    0.0121323
22.2   0.0102408    0.0102408
22.4   0.0087909    0.0087909
22.6   0.0076789    0.0076789
22.8   0.0067821    0.0067821
23.0   0.0059898    0.0059898
23.2   0.0052336    0.0052336
23.4   0.0044879    0.0044879
23.6   0.0037807    0.0037807
23.8   0.0031275    0.0031275
24.0   0.0025478    0.0025478
24.2   0.0020479    0.0020479
24.4   0.0016284    0.0016284
24.6   0.0008       0.0008
24.8   0.           0.
