# Single Photo Electron spectrum for SST1M
# Vop = 57.50 V
# Table with 200 rows has been read from file SPE_SST1M_Vb57.50.dat
# (spectrum is normalized to the amplitude of the first pe peak)
# Produced by Matthieu Heller, 14/10/2014
# Normalization through norm_spe:
#  - Scaling x axis by factor 0.864312
#  - Scaling y axis by factor 3.69777
#
# The unit in abscissa is in number of photo electron
#
# Ampl.     Prompt      (Prompt x AP)      AP for reference only
#------    --------    ---------------    -----------------------
0.064823  7.3187e-16  7.3187e-16
0.108039  3.6624e-14  3.6624e-14
0.151255  1.465e-12   1.465e-12
0.19447   4.6847e-11  4.6847e-11
0.237686  1.1974e-09  1.1974e-09
0.280901  2.4467e-08  2.4467e-08
0.324117  3.9962e-07  3.9962e-07
0.367333  5.2175e-06  5.2175e-06
0.410548  5.4454e-05  5.4454e-05
0.453764  0.0004543   0.0004543
0.496979  0.0030297   0.0030297
0.540195  0.015976    0.015976
0.58341   0.041571    0.041571
0.626626  0.1656      0.1656
0.669842  0.51981     0.51981
0.713057  1.3689      1.3689
0.756273  2.4591      2.4591
0.799488  3.4459      3.4459
0.842704  3.6978      3.6978
0.88592   3.1324      3.1324
0.929135  2.1327      2.1327
0.972351  1.2834      1.2834
1.015566  0.66583     0.66583
1.058782  0.33051     0.33051
1.101998  0.168       0.168
1.145213  0.10152     0.10152
1.188429  0.078504    0.078504
1.231644  0.074381    0.074381
1.27486   0.068884    0.068884
1.318075  0.080222    0.080222
1.361291  0.072492    0.072492
1.404507  0.07421     0.07421
1.447722  0.082284    0.082284
1.490938  0.086406    0.086406
1.534153  0.1065      0.1065
1.577369  0.1479      0.1479
1.620585  0.19411     0.19411
1.6638    0.25613     0.25613
1.707016  0.31041     0.31041
1.750231  0.36263     0.36263
1.793447  0.3245      0.3245
1.836663  0.2508      0.2508
1.879878  0.19721     0.19721
1.923094  0.12454     0.12454
1.966309  0.075412    0.075412
2.009525  0.041571    0.041571
2.05274   0.028688    0.028688
2.095956  0.022675    0.022675
2.139172  0.016663    0.016663
2.182387  0.01546     0.01546
2.225603  0.018381    0.018381
2.268818  0.015289    0.015289
2.312034  0.013571    0.013571
2.35525   0.013914    0.013914
2.398465  0.018724    0.018724
2.441681  0.015976    0.015976
2.484896  0.024221    0.024221
2.528112  0.032123    0.032123
2.571328  0.038651    0.038651
2.614543  0.04724     0.04724
2.657759  0.042774    0.042774
2.700974  0.041571    0.041571
2.74419   0.027142    0.027142
2.787405  0.025939    0.025939
2.830621  0.020786    0.020786
2.873837  0.016835    0.016835
2.917052  0.0092762   0.0092762
2.960268  0.005497    0.005497
3.003483  0.0044663   0.0044663
3.046699  0.0030921   0.0030921
3.089915  0.0020614   0.0020614
3.13313   0.0030921   0.0030921
3.176346  0.0029203   0.0029203
3.219561  0.0025767   0.0025767
3.262777  0.0034356   0.0034356
3.305993  0.0034356   0.0034356
3.349208  0.0034356   0.0034356
3.392424  0.0034356   0.0034356
3.435639  0.0049817   0.0049817
3.478855  0.0051534   0.0051534
3.522071  0.0048099   0.0048099
3.565286  0.0049817   0.0049817
3.608502  0.0032639   0.0032639
3.651717  0.0042946   0.0042946
3.694933  0.0041228   0.0041228
3.738148  0.0034356   0.0034356
3.781364  0.0025767   0.0025767
3.82458   0.0010307   0.0010307
3.867795  0.0010307   0.0010307
3.911011  0.0017178   0.0017178
3.954226  0.00085891  0.00085891
3.997442  0.00034356  0.00034356
4.040658  0.00085891  0.00085891
4.083873  0.00068713  0.00068713
4.127089  0.00034356  0.00034356
4.170304  0.00051534  0.00051534
4.21352   0.0012025   0.0012025
4.256736  0.00051534  0.00051534
4.299951  0.00017178  0.00017178
4.343167  0.00051534  0.00051534
4.386382  0.00017178  0.00017178
4.429598  0.0013743   0.0013743
4.472813  0.00085891  0.00085891
4.516029  0.00085891  0.00085891
4.559245  0.00051534  0.00051534
4.60246   0.00085891  0.00085891
4.645676  0.00017178  0.00017178
4.688891  0.00051534  0.00051534
4.732107  0.00051534  0.00051534
4.775323  0.00017178  0.00017178
4.861754  0.00017178  0.00017178
4.904969  0.00017178  0.00017178
4.948185  0.00017178  0.00017178
4.991401  0.00017178  0.00017178
5.380341  0.00034356  0.00034356
5.553203  0.00034356  0.00034356
